,labels,sentences
5135,puzzling.stackexchange.com.txt,What am I? and Who is my maker?
5136,russian.stackexchange.com.txt,"Is ""мочиться"" a vulgar or indecent word to any extent?"
5137,german.stackexchange.com.txt,"Which of the following phrases (""Ein Saal voll von Menschen"" or ""Ein Saal voll Menschen"") is grammatically correct?"
5138,photo.stackexchange.com.txt,Is it possible to export labels/ratings from ViewNX2?
5139,windowsphone.stackexchange.com.txt,Nokia 640 some Bluetooth files don't show up
5140,english.stackexchange.com.txt,“out loud”: is it hyphenated or not?
5141,graphicdesign.stackexchange.com.txt,How can I have prints with white ink?
5142,stellar.stackexchange.com.txt,How can I close a Stellar Account?
5143,pm.stackexchange.com.txt,How to justify to ask for the technologies stack of the customer application in precise manner?
5144,eosio.stackexchange.com.txt,What is the reason for most of the block producers to be located in the Asia area?
5145,mythology.stackexchange.com.txt,Destruction of the universe by fire in the Ancient Greek canon?
5146,ru.stackoverflow.com.txt,Создание исполняемого файла в hex-редакторе на Linux
5147,mathematica.stackexchange.com.txt,"Automating the ""Get Indices"" right click function"
5148,hsm.stackexchange.com.txt,"When William Herschel discovered Uranus, who else at the time had a comparable telescope?"
5149,mathematica.stackexchange.com.txt,Speeding up export of a matrix to a dat file
5150,travel.stackexchange.com.txt,"Podgorica, Montenegro to Tirana, Albania by public transport"
5151,puzzling.stackexchange.com.txt,Don't end up falling for the nonsense
5152,softwarerecs.stackexchange.com.txt,"""Bullet proof parental control software?"""
5153,workplace.stackexchange.com.txt,How to address a large direct deposit shortfall
5154,math.stackexchange.com.txt,What's special about the greatest common divisor of a + b and a - b?
5155,softwarerecs.stackexchange.com.txt,App for Android that reads Open Street Map data but can be used as a GPS or for Directions
5156,hinduism.stackexchange.com.txt,In which year did Varahamihira write his Brihat Samhita?
5157,quant.stackexchange.com.txt,"pair trading cointegration - calculating shares quantities traded, portfolio value and returns"
5158,physics.stackexchange.com.txt,Why are some of the biggest stars known blue?
5159,pets.stackexchange.com.txt,"Are there any vaccines that are needed for cows in Gujarat, India?"
5160,english.stackexchange.com.txt,What is the origin of the slang term “book” meaning “leave” or “hurry”?
5161,security.stackexchange.com.txt,Snort (IDS) Don't show Port Scans
5162,pm.stackexchange.com.txt,How to name written data that it will likely be used later in the project?
5163,mechanics.stackexchange.com.txt,Is it safe if I forgot to put the handbrake on when I turn off the car?
5164,ethereum.stackexchange.com.txt,Can an account give conditional instruction to EVM
5165,security.stackexchange.com.txt,Best way to store passwords for a LAN tool?
5166,travel.stackexchange.com.txt,What are the consequences of a US citizen overstaying a Schengen visa?
5167,pm.stackexchange.com.txt,Best way to handle different stakeholders?
5168,gaming.stackexchange.com.txt,How to militarily delay a science victory?
5169,stats.stackexchange.com.txt,Testing significance of overlap in R
5170,law.stackexchange.com.txt,Reimbursement for business use of personal phone
5171,softwarerecs.stackexchange.com.txt,Documenting solutions implemented in a software project
5172,serverfault.com.txt,How do I use PuTTY to connect to a local server in a DHCP network without specifying the IP?
5173,engineering.stackexchange.com.txt,Modeling Friction-reduced Pressure Drop in Natural Gas Flowing along a Horizontal Cylindrical Trunkline (Pipe)
5174,reverseengineering.stackexchange.com.txt,What additional data does a compiler populate the buffer space with?
5175,webapps.stackexchange.com.txt,EXCLUDE email addresses from autoresponder?
5176,unix.stackexchange.com.txt,Vim syntax highlight certain lines
5177,security.stackexchange.com.txt,How long does it take to break 128-bit key
5178,hardwarerecs.stackexchange.com.txt,Can I connect two computers using a Thunderbolt 3 cable using ethernet?
5179,expressionengine.stackexchange.com.txt,How to add custom field in ExpressionEngine publish entry
5180,expressionengine.stackexchange.com.txt,Expresso Store Custom Payment Gateway
5181,rpg.stackexchange.com.txt,"For the purposes of the Monk's AC bonus class feature, does the Gunman's Duster count as armor?"
5182,quant.stackexchange.com.txt,von Neumann boundary in the transformed PDE
5183,gaming.stackexchange.com.txt,What is the minimum required speed for Xbox live?
5184,math.stackexchange.com.txt,when inf and sup of a subset achievable in itself?
5185,philosophy.stackexchange.com.txt,Is there a way to tell which philosophers are correct in their musings?
5186,ux.stackexchange.com.txt,Announcement text length should be restricted or not?
5187,superuser.com.txt,Convert office document to PDF with horizontal page in the middle
5188,salesforce.stackexchange.com.txt,Field isn't spanning the full table row
5189,workplace.stackexchange.com.txt,Switching career from firmware engineer to hardware engineer. Is it possible?
5190,math.stackexchange.com.txt,Branch cut of the logarithm
5191,physics.stackexchange.com.txt,Creating/Downloading a large Galaxy Dataset
5192,raspberrypi.stackexchange.com.txt,kodi (OpenELEC) is not showing the mouse pointer
5193,softwarerecs.stackexchange.com.txt,USB Camera Emulation for Windows 8
5194,poker.stackexchange.com.txt,"What is the protocol for dealing the ""draws"" in ""draw poker""?"
5195,musicfans.stackexchange.com.txt,Alphaville forever young cover version
5196,opendata.stackexchange.com.txt,Ns for the earnings cohorts
5197,philosophy.stackexchange.com.txt,Can a principle of continuity underlie the adage 'nothing from nothing'?
5198,islam.stackexchange.com.txt,Is it halal to use condom?
5199,space.stackexchange.com.txt,How does propellant flow work in a nuclear thermal rocket?
5200,serverfault.com.txt,Installing .NET 3.5 then service packs - how many reboots are needed?
5201,iota.stackexchange.com.txt,How to Setup a Full Node on Azure?
5202,expatriates.stackexchange.com.txt,"I'm at the end of my Australia working holiday visa, do I need to leave the country for study visa?"
5203,ethereum.stackexchange.com.txt,`evm_increaseTime` does not increase timestamp
5204,islam.stackexchange.com.txt,Confusion in regards the spread of Islam!
5205,pt.stackoverflow.com.txt,Existe alguma maneira de dar display a uma txt file sem o JFileChooser?
5206,languagelearning.stackexchange.com.txt,Is it true that improving the reading skill also enhances the writing skill and improving the listening skill strengthens the speaking skill?
5207,monero.stackexchange.com.txt,How do you make sure a sender isn't sending bogus funds?
5208,mechanics.stackexchange.com.txt,What is difference between stock CDI and racing CDI in a 4 stroke motorcycle?
5209,moderators.stackexchange.com.txt,How do I handle a disruptive user across multiple platforms?
5210,fitness.stackexchange.com.txt,Disadvantages of running without Heart Rate Monitor
5211,fitness.stackexchange.com.txt,How does sleep affect your workouts?
5212,law.stackexchange.com.txt,Can the President unilaterally change the design of the US flag?
5213,salesforce.stackexchange.com.txt,How to use isActive with a lookup field value
5214,woodworking.stackexchange.com.txt,Questions around designing and building an indoor climbing frame
5215,english.stackexchange.com.txt,"Origin of ""I can haz""?"
5216,patents.stackexchange.com.txt,Can a patent owner add more claims by requesting re-examination?
5217,judaism.stackexchange.com.txt,How can one find a Gemarah Havruta in NYC?
5218,philosophy.stackexchange.com.txt,Philosophy of Synergy and Collaboration
5219,expressionengine.stackexchange.com.txt,Why does {comment_url_title_auto_path} not honor URLs across MSM sites?
5220,history.stackexchange.com.txt,Did electric weapons exist in Russia in the 1920s?
5221,tridion.stackexchange.com.txt,Unable to add a new mimetype to Tridion 2013 sp1
5222,languagelearning.stackexchange.com.txt,Any downloadable dictionaries of commonly used words?
5223,law.stackexchange.com.txt,People have said that the FBI couldn’t raid Epstein’s Island before his “death”
5224,retrocomputing.stackexchange.com.txt,"What modem was a little black cube about 1.25"" on each side?"
5225,engineering.stackexchange.com.txt,How land clearing would be done in this theoretical situation?
5226,languagelearning.stackexchange.com.txt,Predicting language interference between Danish and Norwegian
5227,pets.stackexchange.com.txt,Selling my cockatiel / general inquiries on an allergy
5228,pets.stackexchange.com.txt,How common is it for cats to snore?
5229,wordpress.stackexchange.com.txt,Home page is getting current-menu-item even if it's not home
5230,pm.stackexchange.com.txt,"Project Manager, profession or role?"
5231,german.stackexchange.com.txt,How to know if a beginning 'v' is pronounced /f/ or /v/?
5232,gamedev.stackexchange.com.txt,Image splitting / tiling software for Mac
5233,japanese.stackexchange.com.txt,Why is 口が軽い the opposite of 口が堅い?
5234,matheducators.stackexchange.com.txt,What is the ideal course sequence for an advanced student of mathematics?
5235,graphicdesign.stackexchange.com.txt,Paste text in Photoshop without styling
5236,matheducators.stackexchange.com.txt,What does math education research know about difficulty vs. effectiveness?
5237,serverfault.com.txt,Cleaning Up Certificate Services Infrastructure
5238,hinduism.stackexchange.com.txt,Why doesn't Purva Mimamsa accept that someone grasped Indra's hand?
5239,ru.stackoverflow.com.txt,Как получить из компонента TWebBrowser исходный код загруженой страницы?
5240,tezos.stackexchange.com.txt,can inject operation but can't preapply operation，return 400
5241,woodworking.stackexchange.com.txt,Splotches Showing Up when Staining Staircase
5242,serverfault.com.txt,What's the difference between apt-get and aptitude?
5243,english.stackexchange.com.txt,"What gender is generally associated with ""toad"" characters in English fiction and folklore?"
5244,security.stackexchange.com.txt,"Erasing a hard-disk, encrypting it as alternative?"
5245,hardwarerecs.stackexchange.com.txt,USB dock or KVM switch?
5246,unix.stackexchange.com.txt,How do I extract with tar to a different directory?
5247,skeptics.stackexchange.com.txt,Did the FBI not require assistance from Apple to unlock the San Bernadino terrorist's phone?
5248,fitness.stackexchange.com.txt,Exercises to reduce waist width
5249,law.stackexchange.com.txt,How to prove Landlord sent a section 21 via email (UK Law)
5250,mathematica.stackexchange.com.txt,Solving a tridiagonal system of linear equations using the Thomas algorithm
5251,wordpress.stackexchange.com.txt,Can I install/embed Wordpress on a 'single page'?
5252,sustainability.stackexchange.com.txt,Are incandescent light bulbs recyclable?
5253,homebrew.stackexchange.com.txt,Brewing with very bad old-smelling potatoes?
5254,superuser.com.txt,My display is blank when I turn on my HDTV connected to Media Center
5255,sqa.stackexchange.com.txt,how to drag and drop two elements in the same table ( selenium java)
5256,retrocomputing.stackexchange.com.txt,Why is modulo operation an operator for integer types but only a function for floating-point ones?
5257,webapps.stackexchange.com.txt,"Embed image inside Gmail message, not as an attachment"
5258,worldbuilding.stackexchange.com.txt,"Without taxes, who pays for roads/highways?"
5259,fitness.stackexchange.com.txt,I need help making a diet / meal plan for [Exercise Regime] to lose weight. What do I do?
5260,pt.stackoverflow.com.txt,"Por que usar ""SELECT * FROM tabela"" é ruim?"
5261,pm.stackexchange.com.txt,How open source projects work without project manager?
5262,quantumcomputing.stackexchange.com.txt,Determining whether $P(ab|xy)$ factorizes in Bell experiments
5263,raspberrypi.stackexchange.com.txt,Syncing multiple Pis operations via GPIO
5264,money.stackexchange.com.txt,"From a tax perspective, how can a business allow a large portion (80%+) of payments to be given to charity (like Humble Bundle)"
5265,russian.stackexchange.com.txt,"What exactly is the ""mood"" of the phrase ""послан за вином""?"
5266,sound.stackexchange.com.txt,Does a four year degree really matter?
5267,ru.stackoverflow.com.txt,Как вывести рекламный блок на всех страницах?
5268,movies.stackexchange.com.txt,Was this scene ever filmed in Police Academy (1984) or am I just imagining it?
5269,or.stackexchange.com.txt,Meaning of Moving Average Term in ARIMA
5270,physics.stackexchange.com.txt,Hours of light per day based on latitude/longitude formula
5271,parenting.stackexchange.com.txt,Six year old boy screams
5272,graphicdesign.stackexchange.com.txt,Combining angled shapes in Photoshop CS6 causes antialiasing on all
5273,gis.stackexchange.com.txt,How to prototype GIS workflows in Sketchflow?
5274,skeptics.stackexchange.com.txt,Does drinking water from plastic bottles contaminate your blood?
5275,softwarerecs.stackexchange.com.txt,time based position determining software and placing an object at that position
5276,homebrew.stackexchange.com.txt,How do I reduce the amount of head when dispensing from a keg?
5277,eosio.stackexchange.com.txt,"Working with memory (malloc, etc.) in smart contracts"
5278,latin.stackexchange.com.txt,Latin plural of Curriculum Vitae?
5279,retrocomputing.stackexchange.com.txt,Floating point performance of classic minicomputers
5280,gaming.stackexchange.com.txt,Fastest way to kill a sentry gun with a sniper rifle?
5281,iota.stackexchange.com.txt,"Consensus - how is a single, non-conflicting graph (tangle) maintained?"
5282,tor.stackexchange.com.txt,Use IPTables to force traffic through Tor?
5283,rus.stackexchange.com.txt,Почему французских королей принято называть ЛюдОвиками?
5284,graphicdesign.stackexchange.com.txt,"How can I select a ""section"" of a path in Photoshop CS5?"
5285,salesforce.stackexchange.com.txt,How to set pickist values from list of selectOptions
5286,parenting.stackexchange.com.txt,How to address a child having a racist friend?
5287,pm.stackexchange.com.txt,Method for managing Scrum ceremonies with an introverted team?
5288,webmasters.stackexchange.com.txt,Will setting a custom crawl rate in Google Webmaster Tools affects index or have other negative consequences?
5289,expatriates.stackexchange.com.txt,Moroccan PhD student participating in science research in the UK for unpaid work. What type of visa do I need?
5290,tridion.stackexchange.com.txt,Limit the scope of a GUI Extension DataExtender to the History View
5291,languagelearning.stackexchange.com.txt,Graded readers for Modern Hebrew?
5292,freelancing.stackexchange.com.txt,Including cost of materials in quote
5293,sports.stackexchange.com.txt,What is the difference between trail running shoes and normal running shoes?
5294,ru.stackoverflow.com.txt,Конвертация из RTF в TXT
5295,expatriates.stackexchange.com.txt,Permanent residency application with adverse travel history
5296,patents.stackexchange.com.txt,Prior Art - Patent Trolling Patent
5297,poker.stackexchange.com.txt,NL100: Deep Stack Shoves On River. Do You Call?
5298,softwarerecs.stackexchange.com.txt,User-Friendly and Fast Alternative to Avast! Antivirus
5299,scifi.stackexchange.com.txt,Novel from the 80's about aliens taking over earth and human resistance
5300,sports.stackexchange.com.txt,Which players have played against one team three times during one regular season?
5301,fitness.stackexchange.com.txt,How does strength training affect one's health and life expectancy in the long run?
5302,literature.stackexchange.com.txt,"What did ""Moloch"" represent in Allen Ginsberg´s poem ""Howl""?"
5303,mathematica.stackexchange.com.txt,Check if a matrix is Positive Semidefinite
5304,hinduism.stackexchange.com.txt,Is it true that one who put ash to their forehead will go for Kailas after death?
5305,softwarerecs.stackexchange.com.txt,Embeddable software that allows users to send game requests
5306,webmasters.stackexchange.com.txt,Pointing a godaddy domain to a rackspace windows 2008 server
5307,engineering.stackexchange.com.txt,How can I draw each parts of the pressure vessel bottom plate?
5308,russian.stackexchange.com.txt,About the notation on a musical score (Баха Сюита номер 2)
5309,lifehacks.stackexchange.com.txt,How can I prevent slugs on my glass sliding doors
5310,serverfault.com.txt,Cisco AnyConnect on IOS 12.4(20)T
5311,stats.stackexchange.com.txt,Finding correlation of discrete distribution data
5312,gaming.stackexchange.com.txt,What are the most lucrative planetary materials to produce?
5313,space.stackexchange.com.txt,What about a space winch?
5314,puzzling.stackexchange.com.txt,The best barber in town
5315,stackapps.com.txt,Sorting and filtering is broken on /questions
5316,superuser.com.txt,How to get past China's Great Firewall and reach blocked sites?
5317,health.stackexchange.com.txt,What is the difference between soda water and water?
5318,sports.stackexchange.com.txt,What is an inverted winger?
5319,sqa.stackexchange.com.txt,POM Model -Fetching mobile number from excel sheet like 9.5512395512E9
5320,fitness.stackexchange.com.txt,Beating hunger and managing calories
5321,reverseengineering.stackexchange.com.txt,Identifying the pinout of an unknown protocol (Rollei 6000 Camera-Lens communication)
5322,stats.stackexchange.com.txt,Incremental or Online or Single pass or Data Stream Clustering refers to the same thing?
5323,tex.stackexchange.com.txt,Avoiding a line break at the beginning of an enumerate
5324,homebrew.stackexchange.com.txt,Cell growth factors in different types of yeast starter
5325,stats.stackexchange.com.txt,Latest article or new development in cross validation?
5326,physics.stackexchange.com.txt,Wavefronts and phase velocity faster than $c$
5327,skeptics.stackexchange.com.txt,Can commercial super glue hold several tons of weight?
5328,movies.stackexchange.com.txt,Why does Travis Bickle attempt the assassination?
5329,engineering.stackexchange.com.txt,How to calculate the swl of aluminium?
5330,german.stackexchange.com.txt,"How do you say ""He was like I dunno"" in German?"
5331,judaism.stackexchange.com.txt,Would Israel's sibling nation do Yibbum?
5332,woodworking.stackexchange.com.txt,Suggestions on improving an elevated-bed project?
5333,serverfault.com.txt,Verify jobs running on an SQL 2000 database
5334,es.stackoverflow.com.txt,Formato incorrecto al generar JSON en PHP
5335,french.stackexchange.com.txt,Comment le mot latin « musculus » (petite souris) peut être à l'origine du mot français « muscle » ?
5336,english.stackexchange.com.txt,"How to abbreviate ""and other things""?"
5337,eosio.stackexchange.com.txt,How to get Total supply of EOS?
5338,expatriates.stackexchange.com.txt,Change employer while in UK Tier 2 Visa
5339,unix.stackexchange.com.txt,What's the motivation behind kfreebsd
5340,unix.stackexchange.com.txt,"Will a ""customized"" initrd survive a kernel update via yum?"
5341,photo.stackexchange.com.txt,What would improve my landscape photography more: upgraded body or a wide-angle lens?
5342,space.stackexchange.com.txt,"Is there a realtime, uncut video of Saturn V ignition through tower clear?"
5343,stackoverflow.com.txt,Keep pagination repeatable if change operations are performed
5344,japanese.stackexchange.com.txt,Relation between kanji readings and meanings
5345,magento.stackexchange.com.txt,Module Config File: what are resource connection definitions for
5346,money.stackexchange.com.txt,Wash sale rule + Mutual Funds/ETFs?
5347,money.stackexchange.com.txt,What is the class of mail the IRS uses to return the original documents submitted for an ITIN application?
5348,stats.stackexchange.com.txt,How to get percentage agreement between a group of factor columns?
5349,latin.stackexchange.com.txt,Online drills for Keller and Russell's Learn to Read Latin?
5350,sitecore.stackexchange.com.txt,ERROR_SQL_EXECUTION_FAILURE | While installing second instance of Sitecore XP 9.0.2
5351,engineering.stackexchange.com.txt,How does this screw height adjustment mechanism work?
5352,money.stackexchange.com.txt,Will a stop order get triggered if the floor is hit and trading is halted?
5353,spanish.stackexchange.com.txt,"¿Han existido excepciones a la norma de ""a + el = al"" aparte de las actuales?"
5354,sports.stackexchange.com.txt,Can a team mate give lifting/climbing support?
5355,softwareengineering.stackexchange.com.txt,Code Reviews do they really work in true Agile?
5356,hardwarerecs.stackexchange.com.txt,UPS with pure sine wave
5357,tex.stackexchange.com.txt,Why hyperref doesn't like commands set via \let in section titles?
5358,money.stackexchange.com.txt,Interest on Amount Exceeding CC Balance?
5359,mechanics.stackexchange.com.txt,Sand on road cutting grooves in brake rotors
5360,physics.stackexchange.com.txt,Does Kaluza-Klein theory successfully unify GR and EM? Why can't it be extended to the Standard Model gauge group?
5361,musicfans.stackexchange.com.txt,Does anyone know the song that starts with maracas (Maybe some other shaker) and has a guitar in it too. The song has no lyrics
5362,mechanics.stackexchange.com.txt,2002 Sub Forester S 2.5 AT Huge power loss going up hills
5363,vi.stackexchange.com.txt,Mouse wheel scrolling inserts characters
5364,photo.stackexchange.com.txt,What coatings do mobile camera lenses have?
5365,history.stackexchange.com.txt,How widespread was pacifism in the WW2 USA?
5366,tridion.stackexchange.com.txt,Class does not support Automation or does not support expected interface - when opening any building blocks
5367,tezos.stackexchange.com.txt,Is there an updated list of bakers accepting delegation?
5368,scifi.stackexchange.com.txt,How come so many species in Star Trek universe have compatible communications technologies?
5369,patents.stackexchange.com.txt,Shouldn't this patent bear/state the name of the product or products (Prolon) it seeks to support/protect?
5370,networkengineering.stackexchange.com.txt,Cisco ASA 5505 routing from one private LAN to another
5371,serverfault.com.txt,SSL Certificate Location on UNIX/Linux
5372,languagelearning.stackexchange.com.txt,Learning Indonesian (bahasa Indonesia) on my own
5373,lifehacks.stackexchange.com.txt,How to easily start a fire in a charcoal for grilling without using gas?
5374,vegetarianism.stackexchange.com.txt,Which sort of soy milk makers automate the most steps?
5375,raspberrypi.stackexchange.com.txt,Network does not work anymore
5376,pm.stackexchange.com.txt,What approach of story points suit our team
5377,stackapps.com.txt,Favorite tag highlighting for just the tags
5378,ux.stackexchange.com.txt,Redirecting to mobile site: ask or just redirect?
5379,gardening.stackexchange.com.txt,How can sunflowers be grown in a squirrel and chipmunk rich environment?
5380,photo.stackexchange.com.txt,Why does the Canon 1D Mark III cost more than the 1D Mark IV?
5381,patents.stackexchange.com.txt,What software can I use to e file a provisional?
5382,money.stackexchange.com.txt,"When does a mutual fund's ""expense ratio"" deducted?"
5383,spanish.stackexchange.com.txt,"¿Cómo podemos llamar al ""drafting"" del triatlón en español?"
5384,pets.stackexchange.com.txt,Aquarium Salt for a freshwater planted aquarium
5385,photo.stackexchange.com.txt,Why would I use FEB (Flash Exposure Bracketing)?
5386,esperanto.stackexchange.com.txt,"What are the Esperanto words for Hindi, Urdu, Farsi, and Tamil?"
5387,puzzling.stackexchange.com.txt,What is the central color?
5388,genealogy.stackexchange.com.txt,Benefits of joining the Guild of One-Name Studies?
5389,salesforce.stackexchange.com.txt,Is the example of creating a wizard in visualforce developer's guide wrong
5390,sitecore.stackexchange.com.txt,Identify Contact in WFFM action
5391,esperanto.stackexchange.com.txt,Do Esperanto lexemes have base types or are there neutral roots?
5392,health.stackexchange.com.txt,HPV 51 positive male - how to avoid cancer?
5393,esperanto.stackexchange.com.txt,Can one use -ot- and -ont knowing that the expected never happened?
5394,languagelearning.stackexchange.com.txt,What effects does being consistent in time and place of language study have on language learning?
5395,spanish.stackexchange.com.txt,Can sb explain me the uses of se in Spanish
5396,esperanto.stackexchange.com.txt,What is the assumed subject of -u form verbs
5397,opendata.stackexchange.com.txt,How to simulate stock exchange data (OHLC chart) realistically?
5398,softwarerecs.stackexchange.com.txt,Frequent large data transfers between disconnected systems
5399,serverfault.com.txt,What do you ask every new employer?
5400,german.stackexchange.com.txt,"""um.. zu"" or ""zu"" in ""help me wash my car"""
5401,security.stackexchange.com.txt,"How can we trust PKI, for example, Verisign?"
5402,esperanto.stackexchange.com.txt,"How to translate ""telephone"" or ""Chinese whispers""?"
5403,gaming.stackexchange.com.txt,What is the earliest level 5 hack?
5404,stats.stackexchange.com.txt,Why do I get different heteroscedasticity robust standard errors in R when using the plm package?
5405,ukrainian.stackexchange.com.txt,"Як правильно українською називаються числа, що мають додаткові знаки після коми?"
5406,ux.stackexchange.com.txt,How do you ensure that you've covered the whole site in your work?
5407,parenting.stackexchange.com.txt,How can I help my 11 year old daughter with encopresis?
5408,korean.stackexchange.com.txt,Is there a difference in meaning or usage between the words 애인 and 연인 meaning 'lover'?
5409,matheducators.stackexchange.com.txt,When should an advisor assess a student's knowledge independently of their course grades?
5410,pets.stackexchange.com.txt,Will treats make this behavior worse or work as a training aid?
5411,history.stackexchange.com.txt,What effort did the Luftwaffe make to prevent Operation Torch landings in North Africa 1942?
5412,softwarerecs.stackexchange.com.txt,Order management software for small business
5413,sports.stackexchange.com.txt,"In badminton, which part of the shuttle determines ‘in’ or ‘out’?"
5414,tor.stackexchange.com.txt,Unable to open tor folder in Ubuntu 17.10
5415,spanish.stackexchange.com.txt,"Difference between ""lucro"" and ""fines de lucro"""
5416,stackoverflow.com.txt,How can I improve my support of Novell networks when I don't have a Novell network?
5417,ethereum.stackexchange.com.txt,Balance updation problem of ethereum process due to block number updation took more time
5418,security.stackexchange.com.txt,What ways are there to elevate from a non-priv account to system on windows?
5419,worldbuilding.stackexchange.com.txt,What would a planet be like with a Blue Sun?
5420,linguistics.stackexchange.com.txt,"Why is English so much more simplified than other, similar languages?"
5421,scifi.stackexchange.com.txt,Why are Superman and Batman against each other?
5422,english.stackexchange.com.txt,How should this sentence be punctuated?
5423,stellar.stackexchange.com.txt,How can I query or visualize the quorum slices of the Stellar network?
5424,expatriates.stackexchange.com.txt,Can I travel with a BRP on a maiden name?
5425,softwarerecs.stackexchange.com.txt,"Which 3rd party ""keyboard shortcut"" software shoud I use for Windows?"
5426,expatriates.stackexchange.com.txt,If I marry a British citizen or French citizen then how will I get EU citizenship?
5427,korean.stackexchange.com.txt,How is 니까 used in this sentence?
5428,worldbuilding.stackexchange.com.txt,How long will it take to restore genetic diversity if it is reduced drastically in a human population?
5429,opendata.stackexchange.com.txt,Common but out-of-the-ordinary file formats
5430,photo.stackexchange.com.txt,Which noise reduction software has the best results?
5431,monero.stackexchange.com.txt,Why does it take about 5 minutes for a transaction to register on the network?
5432,workplace.stackexchange.com.txt,finding coverage for unanticipated sick day
5433,stellar.stackexchange.com.txt,What are the http status codes for unsupported federation query
5434,sqa.stackexchange.com.txt,Locate a link and copy it without clicking in protractor
5435,graphicdesign.stackexchange.com.txt,Printing an 8ft X 4ft design
5436,iota.stackexchange.com.txt,"""The Tangle"" white paper: How the probability of double-spending event end with this approximation (t_0 μ)/w_1?"
5437,japanese.stackexchange.com.txt,"Kanji use in these words, 今 vs 未"
5438,iota.stackexchange.com.txt,Why can I specify a length in Curl.squeeze?
5439,health.stackexchange.com.txt,How should I deal with my leg being tired at the fourth day after the overexertion?
5440,hermeneutics.stackexchange.com.txt,Did Phinehas stay outside the camp after killing Zimri & Cozbi in Numbers 25?
5441,literature.stackexchange.com.txt,"Automata in the Arabian Nights, specifically ""The Story of the Magic Horse"""
5442,mythology.stackexchange.com.txt,Did the ancient Greeks believe the Olympians residence on Mt. Olympus to be a metaphor?
5443,stats.stackexchange.com.txt,How can I apply a Pareto tail to a truncated distribution?
5444,stackoverflow.com.txt,joining latest of various usermetadata tags to user rows
5445,magento.stackexchange.com.txt,Programatically Sending Transactional Emails Doesn't Include Products
5446,joomla.stackexchange.com.txt,Creating a Component menu item via a Plugin
5447,mechanics.stackexchange.com.txt,What damages may I have caused draining oil by filter?
5448,esperanto.stackexchange.com.txt,De kio “saluton” estas la rekta objekto?
5449,unix.stackexchange.com.txt,"What is the ""eval"" command in bash?"
5450,expatriates.stackexchange.com.txt,"Already have a priority date for Green Card, but planning to be jobless for half a year, what happens to my priority date?"
5451,latin.stackexchange.com.txt,What did σκάλα exactly mean in Byzantine Greek?
5452,philosophy.stackexchange.com.txt,Indirect Realism – what are the main objections?
5453,linguistics.stackexchange.com.txt,How can PSG describe the vertical dimension of sentence structure?
5454,scifi.stackexchange.com.txt,Why Are There So Many Double Initials in Comic Books?
5455,expressionengine.stackexchange.com.txt,Produce a list of entries that have no relationship parents
5456,music.stackexchange.com.txt,No sound plugging effects pedal into combo amp
5457,martialarts.stackexchange.com.txt,What did Dai Longbang mean by Qi?
5458,unix.stackexchange.com.txt,"Installing Ubuntu, how do I get it to recognize the Crucial RealSSD C300?"
5459,gaming.stackexchange.com.txt,How are Gran Turismo online games physically hosted?
5460,outdoors.stackexchange.com.txt,What to look for in an insole?
5461,stellar.stackexchange.com.txt,"Error getting auth data by request ID: get failed: get failed: pq: relation \""auth_data\"" does not exist"
5462,gardening.stackexchange.com.txt,Stone Degree Cut for Fire Pit
5463,networkengineering.stackexchange.com.txt,Find negotiated speed on Cisco router
5464,english.stackexchange.com.txt,When do we consider English speakers' familiarity as a proof?
5465,reverseengineering.stackexchange.com.txt,How can I set a breakpoint for a button click?
5466,homebrew.stackexchange.com.txt,What is your favorite bittering hop.
5467,stellar.stackexchange.com.txt,How to cash out a currency?
5468,softwarerecs.stackexchange.com.txt,Java library for scraping websites
5469,gardening.stackexchange.com.txt,How long does it take for the compost to ripen?
5470,security.stackexchange.com.txt,Rainbow Tables: Why do we need to store the last value of a chain?
5471,vegetarianism.stackexchange.com.txt,Does a vegan diet have negative/positive effect on athletes?
5472,hermeneutics.stackexchange.com.txt,"How does ""Sensus Plenior"" differ from Allegory, Gnosticism, Kaballah, and Midrash?"
5473,monero.stackexchange.com.txt,freezed computer -> force restart -> monero created address disappeared (but already sent coin to this address)
5474,iota.stackexchange.com.txt,Where can someone view the source code for the new Trinity wallet?
5475,philosophy.stackexchange.com.txt,"How can philosophy and soc. sci. avoid idealism, which seems so prevalent?"
5476,parenting.stackexchange.com.txt,How do you control the quantity of sweets and junk food a pre-teen eats?
5477,tex.stackexchange.com.txt,Two-column list: different column widths
5478,outdoors.stackexchange.com.txt,How to Shoo away a stubborn Stray Dog/Dogs who decides to tag along with you on a hike?
5479,hardwarerecs.stackexchange.com.txt,Ram Upgrade for mid 2012 macbook pro
5480,korean.stackexchange.com.txt,"Why is ""outside"" used for the maternal side?"
5481,security.stackexchange.com.txt,Using multiple hash-functions along the line
5482,patents.stackexchange.com.txt,Recommendation & Decision Making - Surveying Users for Preferences and Providing Recommendations (Dalton Sentry) - Issued Patent - PRIOR ART REQUEST
5483,scicomp.stackexchange.com.txt,"OpenCV: How to get the ""rectified"" fundamental matrix?"
5484,law.stackexchange.com.txt,Working after-hours and in weekends in Germany
5485,iota.stackexchange.com.txt,supporting privacy and private transactions in IOTA?
5486,scicomp.stackexchange.com.txt,Order of convergence of Scrodinger eq. with CN scheme
5487,ethereum.stackexchange.com.txt,A list of token holders at a specific time
